#values from pxlambdatest.py before feeding to response
#wavelengths intensity
487.028571429 5408.0
487.492857143 5660.0
487.957142857 5922.0
488.421428571 6214.0
488.885714286 6470.0
489.35 6862.0
489.814285714 6868.0
490.278571429 6924.0
490.742857143 6862.0
491.207142857 6762.0
491.671428571 6683.0
492.135714286 6687.0
492.6 6709.0
493.064285714 6667.0
493.528571429 6689.0
493.992857143 6780.0
494.457142857 6785.0
494.921428571 6741.0
495.385714286 6725.0
495.85 6664.0
496.314285714 6595.0
496.778571429 6646.0
497.242857143 6680.0
497.707142857 6619.0
498.171428571 6498.0
498.635714286 6299.0
499.1 6070.0
499.564285714 5869.0
500.028571429 5693.0
500.492857143 5482.0
500.957142857 5222.0
501.421428571 4916.0
501.885714286 4667.0
502.35 4453.0
502.814285714 4202.0
503.278571429 3949.0
503.742857143 3687.0
504.207142857 3449.0
504.671428571 3198.0
505.135714286 2913.0
505.6 2624.0
506.064285714 2361.0
506.528571429 2107.0
506.992857143 1808.0
507.457142857 1588.0
507.921428571 1510.0
508.385714286 1314.0
508.85 992.0
509.314285714 810.0
509.778571429 696.0
510.242857143 521.0
510.707142857 345.0
511.171428571 236.0
511.635714286 215.0
512.1 250.0
512.564285714 248.0
513.028571429 299.0
513.492857143 346.0
513.957142857 289.0
514.421428571 243.0
514.885714286 265.0
515.35 312.0
515.814285714 332.0
516.278571429 282.0
516.742857143 284.0
517.207142857 484.0
517.671428571 634.0
518.135714286 636.0
518.6 630.0
519.064285714 644.0
519.528571429 628.0
519.992857143 554.0
520.457142857 462.0
520.921428571 376.0
521.385714286 270.0
521.85 142.0
522.314285714 134.0
522.778571429 160.0
523.242857143 130.0
523.707142857 166.0
524.171428571 158.0
524.635714286 144.0
525.1 150.0
525.564285714 162.0
526.028571429 202.0
526.492857143 236.0
526.957142857 238.0
527.421428571 224.0
527.885714286 272.0
528.35 208.0
528.814285714 126.0
529.278571429 134.0
529.742857143 110.0
530.207142857 102.0
530.671428571 142.0
531.135714286 156.0
531.6 178.0
532.064285714 196.0
532.528571429 164.0
532.992857143 124.0
533.457142857 122.0
533.921428571 156.0
534.385714286 166.0
534.85 162.0
535.314285714 132.0
535.778571429 82.0
536.242857143 96.0
536.707142857 144.0
537.171428571 146.0
537.635714286 134.0
538.1 106.0
538.564285714 142.0
539.028571429 210.0
539.492857143 190.0
539.957142857 144.0
540.421428571 132.0
540.885714286 115.0
541.35 76.0
541.814285714 59.0
542.278571429 119.0
542.742857143 217.0
543.207142857 206.0
543.671428571 135.0
544.135714286 103.0
544.6 119.0
545.064285714 126.0
545.528571429 110.0
545.992857143 133.0
546.457142857 192.0
546.921428571 159.0
547.385714286 119.0
547.85 213.0
548.314285714 249.0
548.778571429 194.0
549.242857143 169.0
549.707142857 165.0
550.171428571 153.0
550.635714286 132.0
551.1 132.0
551.564285714 176.0
552.028571429 170.0
552.492857143 108.0
552.957142857 82.0
553.421428571 120.0
553.885714286 135.0
554.35 120.0
554.814285714 153.0
555.278571429 211.0
555.742857143 199.0
556.207142857 172.0
556.671428571 159.0
557.135714286 124.0
557.6 138.0
558.064285714 165.0
558.528571429 186.0
558.992857143 140.0
559.457142857 92.0
559.921428571 157.0
560.385714286 190.0
560.85 127.0
561.314285714 125.0
561.778571429 175.0
562.242857143 153.0
562.707142857 105.0
563.171428571 100.0
563.635714286 98.0
564.1 84.0
564.564285714 102.0
565.028571429 149.0
565.492857143 169.0
565.957142857 157.0
566.421428571 132.0
566.885714286 102.0
567.35 144.0
567.814285714 146.0
568.278571429 102.0
568.742857143 116.0
569.207142857 170.0
569.671428571 166.0
570.135714286 122.0
570.6 164.0
571.064285714 174.0
571.528571429 136.0
571.992857143 148.0
572.457142857 170.0
572.921428571 196.0
573.385714286 194.0
573.85 140.0
574.314285714 108.0
574.778571429 94.0
575.242857143 106.0
575.707142857 188.0
576.171428571 218.0
576.635714286 188.0
577.1 192.0
577.564285714 196.0
578.028571429 206.0
578.492857143 158.0
578.957142857 108.0
579.421428571 140.0
579.885714286 120.0
580.35 100.0
580.814285714 96.0
581.278571429 88.0
581.742857143 238.0
582.207142857 264.0
582.671428571 142.0
583.135714286 128.0
583.6 122.0
584.064285714 140.0
584.528571429 130.0
584.992857143 98.0
585.457142857 130.0
585.921428571 164.0
586.385714286 146.0
586.85 156.0
587.314285714 190.0
587.778571429 208.0
588.242857143 180.0
588.707142857 108.0
589.171428571 114.0
589.635714286 200.0
590.1 246.0
590.564285714 246.0
591.028571429 244.0
591.492857143 176.0
591.957142857 124.0
592.421428571 88.0
592.885714286 159.0
593.35 226.0
593.814285714 141.0
594.278571429 72.0
594.742857143 106.0
595.207142857 174.0
595.671428571 130.0
596.135714286 132.0
596.6 144.0
597.064285714 74.0
597.528571429 52.0
597.992857143 94.0
598.457142857 163.0
598.921428571 186.0
599.385714286 195.0
599.85 202.0
600.314285714 208.0
600.778571429 186.0
601.242857143 124.0
601.707142857 152.0
602.171428571 186.0
602.635714286 162.0
603.1 138.0
603.564285714 177.0
604.028571429 224.0
604.492857143 181.0
604.957142857 134.0
605.421428571 133.0
605.885714286 178.0
606.35 181.0
606.814285714 142.0
607.278571429 126.0
607.742857143 94.0
608.207142857 106.0
608.671428571 157.0
609.135714286 231.0
609.6 231.0
610.064285714 157.0
610.528571429 159.0
610.992857143 191.0
611.457142857 147.0
611.921428571 81.0
612.385714286 118.0
612.85 189.0
613.314285714 212.0
613.778571429 157.0
614.242857143 115.0
614.707142857 140.0
615.171428571 151.0
615.635714286 134.0
616.1 108.0
616.564285714 158.0
617.028571429 160.0
617.492857143 98.0
617.957142857 86.0
618.421428571 138.0
618.885714286 162.0
619.35 134.0
619.814285714 120.0
620.278571429 90.0
620.742857143 140.0
621.207142857 142.0
621.671428571 90.0
622.135714286 134.0
622.6 150.0
623.064285714 138.0
623.528571429 160.0
623.992857143 172.0
624.457142857 212.0
624.921428571 190.0
625.385714286 144.0
625.85 200.0
626.314285714 204.0
626.778571429 162.0
627.242857143 122.0
627.707142857 150.0
628.171428571 204.0
628.635714286 182.0
629.1 122.0
629.564285714 106.0
630.028571429 140.0
630.492857143 166.0
630.957142857 204.0
631.421428571 210.0
631.885714286 224.0
632.35 216.0
632.814285714 170.0
633.278571429 168.0
633.742857143 180.0
634.207142857 130.0
634.671428571 96.0
635.135714286 114.0
635.6 146.0
636.064285714 214.0
636.528571429 230.0
636.992857143 196.0
637.457142857 192.0
637.921428571 180.0
638.385714286 164.0
638.85 222.0
639.314285714 198.0
639.778571429 114.0
640.242857143 92.0
640.707142857 124.0
641.171428571 206.0
641.635714286 166.0
642.1 119.0
642.564285714 161.0
643.028571429 196.0
643.492857143 184.0
643.957142857 134.0
644.421428571 108.0
644.885714286 175.0
645.35 234.0
645.814285714 248.0
646.278571429 271.0
646.742857143 193.0
647.207142857 79.0
647.671428571 65.0
648.135714286 84.0
648.6 101.0
649.064285714 147.0
649.528571429 186.0
649.992857143 197.0
650.457142857 220.0
650.921428571 245.0
651.385714286 179.0
651.85 65.0
652.314285714 99.0
652.778571429 148.0
653.242857143 109.0
653.707142857 90.0
654.171428571 132.0
654.635714286 184.0
655.1 164.0
655.564285714 218.0
656.028571429 254.0
656.492857143 192.0
656.957142857 174.0
657.421428571 192.0
657.885714286 198.0
658.35 148.0
658.814285714 106.0
659.278571429 186.0
659.742857143 188.0
660.207142857 84.0
660.671428571 72.0
661.135714286 128.0
661.6 212.0
662.064285714 252.0
662.528571429 259.0
662.992857143 258.0
663.457142857 261.0
663.921428571 197.0
664.385714286 151.0
664.85 235.0
665.314285714 233.0
665.778571429 120.0
666.242857143 118.0
666.707142857 184.0
667.171428571 174.0
667.635714286 174.0
668.1 244.0
668.564285714 214.0
669.028571429 118.0
669.492857143 140.0
669.957142857 220.0
670.421428571 160.0
670.885714286 52.0
671.35 62.0
671.814285714 142.0
672.278571429 208.0
672.742857143 196.0
673.207142857 148.0
673.671428571 132.0
674.135714286 130.0
674.6 128.0
675.064285714 166.0
675.528571429 150.0
675.992857143 146.0
676.457142857 184.0
676.921428571 184.0
677.385714286 142.0
677.85 172.0
678.314285714 220.0
678.778571429 132.0
679.242857143 98.0
679.707142857 150.0
680.171428571 214.0
680.635714286 178.0
681.1 112.0
681.564285714 174.0
682.028571429 196.0
682.492857143 168.0
682.957142857 140.0
683.421428571 106.0
683.885714286 192.0
684.35 246.0
684.814285714 206.0
685.278571429 170.0
685.742857143 100.0
686.207142857 76.0
686.671428571 64.0
687.135714286 74.0
687.6 174.0
688.064285714 232.0
688.528571429 226.0
688.992857143 204.0
689.457142857 186.0
689.921428571 182.0
690.385714286 152.0
690.85 188.0
691.314285714 238.0
691.778571429 228.0
692.242857143 208.0
692.707142857 180.0
693.171428571 182.0
693.635714286 148.0
694.1 128.0
694.564285714 182.0
695.028571429 202.0
695.492857143 221.0
695.957142857 240.0
696.421428571 238.0
696.885714286 235.0
697.35 159.0
697.814285714 117.0
698.278571429 203.0
698.742857143 224.0
699.207142857 113.0
699.671428571 70.0
700.135714286 82.0
700.6 148.0
701.064285714 170.0
701.528571429 118.0
701.992857143 186.0
702.457142857 228.0
702.921428571 152.0
703.385714286 84.0
703.85 98.0
704.314285714 116.0
704.778571429 154.0
705.242857143 227.0
705.707142857 264.0
706.171428571 226.0
706.635714286 126.0
707.1 93.0
707.564285714 181.0
708.028571429 178.0
708.492857143 177.0
708.957142857 248.0
709.421428571 321.0
709.885714286 300.0
710.35 189.0
710.814285714 154.0
711.278571429 140.0
711.742857143 210.0
712.207142857 220.0
712.671428571 152.0
713.135714286 128.0
713.6 134.0
714.064285714 124.0
714.528571429 88.0
714.992857143 84.0
715.457142857 96.0
715.921428571 168.0
716.385714286 206.0
716.85 163.0
717.314285714 180.0
717.778571429 169.0
718.242857143 160.0
718.707142857 208.0
719.171428571 200.0
719.635714286 162.0
720.1 152.0
720.564285714 170.0
721.028571429 144.0
721.492857143 136.0
721.957142857 120.0
722.421428571 126.0
722.885714286 194.0
723.35 224.0
723.814285714 252.0
724.278571429 254.0
724.742857143 316.0
725.207142857 336.0
725.671428571 232.0
726.135714286 234.0
726.6 266.0
727.064285714 234.0
727.528571429 230.0
727.992857143 290.0
728.457142857 264.0
728.921428571 214.0
729.385714286 234.0
729.85 246.0
730.314285714 246.0
730.778571429 218.0
731.242857143 194.0
731.707142857 224.0
732.171428571 188.0
732.635714286 98.0
733.1 166.0
733.564285714 254.0
734.028571429 250.0
734.492857143 224.0
734.957142857 146.0
735.421428571 156.0
735.885714286 228.0
736.35 212.0
736.814285714 160.0
737.278571429 158.0
737.742857143 226.0
738.207142857 184.0
738.671428571 92.0
739.135714286 68.0
739.6 128.0
740.064285714 136.0
740.528571429 150.0
740.992857143 258.0
741.457142857 284.0
741.921428571 200.0
742.385714286 120.0
742.85 164.0
743.314285714 240.0
743.778571429 209.0
744.242857143 151.0
744.707142857 212.0
745.171428571 205.0
745.635714286 132.0
746.1 130.0
746.564285714 151.0
747.028571429 153.0
747.492857143 134.0
747.957142857 114.0
748.421428571 79.0
748.885714286 100.0
749.35 134.0
749.814285714 149.0
750.278571429 195.0
750.742857143 179.0
751.207142857 147.0
751.671428571 139.0
752.135714286 180.0
752.6 208.0
753.064285714 168.0
753.528571429 169.0
753.992857143 177.0
754.457142857 158.0
754.921428571 170.0
755.385714286 170.0
755.85 143.0
756.314285714 181.0
756.778571429 216.0
757.242857143 139.0
757.707142857 92.0
758.171428571 160.0
758.635714286 150.0
759.1 58.0
759.564285714 44.0
760.028571429 88.0
760.492857143 92.0
760.957142857 110.0
761.421428571 193.0
761.885714286 212.0
762.35 165.0
762.814285714 118.0
763.278571429 143.0
763.742857143 226.0
764.207142857 197.0
764.671428571 124.0
765.135714286 160.0
765.6 195.0
766.064285714 147.0
766.528571429 105.0
766.992857143 95.0
767.457142857 76.0
767.921428571 113.0
768.385714286 190.0
768.85 278.0
769.314285714 341.0
769.778571429 262.0
770.242857143 222.0
770.707142857 236.0
771.171428571 218.0
771.635714286 210.0
772.1 172.0
772.564285714 172.0
773.028571429 144.0
773.492857143 98.0
773.957142857 122.0
774.421428571 118.0
774.885714286 106.0
775.35 144.0
775.814285714 126.0
776.278571429 98.0
776.742857143 128.0
777.207142857 120.0
777.671428571 108.0
778.135714286 102.0
778.6 92.0
779.064285714 98.0
779.528571429 80.0
779.992857143 86.0
780.457142857 154.0
780.921428571 150.0
781.385714286 104.0
781.85 122.0
782.314285714 128.0
782.778571429 128.0
783.242857143 164.0
783.707142857 182.0
784.171428571 224.0
784.635714286 204.0
785.1 120.0
785.564285714 126.0
786.028571429 118.0
786.492857143 148.0
786.957142857 218.0
787.421428571 184.0
787.885714286 128.0
788.35 110.0
788.814285714 150.0
789.278571429 194.0
789.742857143 174.0
790.207142857 180.0
790.671428571 146.0
791.135714286 120.0
791.6 148.0
792.064285714 124.0
792.528571429 134.0
792.992857143 132.0
793.457142857 122.0
793.921428571 166.0
794.385714286 124.0
794.85 121.0
795.314285714 186.0
795.778571429 169.0
796.242857143 113.0
796.707142857 123.0
797.171428571 206.0
797.635714286 251.0
798.1 201.0
798.564285714 127.0
799.028571429 173.0
799.492857143 179.0
799.957142857 95.0
800.421428571 66.0
800.885714286 116.0
801.35 196.0
801.814285714 196.0
802.278571429 161.0
802.742857143 155.0
803.207142857 150.0
803.671428571 103.0
804.135714286 97.0
804.6 110.0
805.064285714 128.0
805.528571429 120.0
805.992857143 76.0
806.457142857 198.0
806.921428571 240.0
807.385714286 112.0
807.85 74.0
808.314285714 130.0
808.778571429 173.0
809.242857143 148.0
809.707142857 141.0
810.171428571 150.0
810.635714286 136.0
811.1 159.0
811.564285714 144.0
812.028571429 113.0
812.492857143 164.0
812.957142857 178.0
813.421428571 178.0
813.885714286 226.0
814.35 236.0
814.814285714 230.0
815.278571429 234.0
815.742857143 183.0
816.207142857 142.0
816.671428571 136.0
817.135714286 167.0
817.6 186.0
818.064285714 125.0
818.528571429 79.0
818.992857143 66.0
819.457142857 114.0
819.921428571 213.0
820.385714286 228.0
820.85 192.0
821.314285714 194.0
821.778571429 166.0
822.242857143 136.0
822.707142857 116.0
823.171428571 156.0
823.635714286 210.0
824.1 136.0
824.564285714 78.0
825.028571429 128.0
825.492857143 204.0
825.957142857 230.0
826.421428571 228.0
826.885714286 230.0
827.35 222.0
827.814285714 184.0
828.278571429 124.0
828.742857143 140.0
829.207142857 186.0
829.671428571 182.0
830.135714286 152.0
830.6 160.0
831.064285714 136.0
831.528571429 132.0
831.992857143 146.0
832.457142857 106.0
832.921428571 92.0
